equipment_code,line_code,operation_code,equipment_name,equipment_type,creator_binding_id,sort_order,status
SMT01_E001,SMT01,SMT_OP01,SVP_750_CONV01,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SVP_750_CONV01,1,ACTIVE
SMT01_E002,SMT01,SMT_OP01,MSS_L_T3F3_LM01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_MSS_L_T3F3_LM01,2,ACTIVE
SMT01_E003,SMT01,SMT_OP01,SIV_200_CONV02,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV02,3,ACTIVE
SMT01_E004,SMT01,SMT_OP02,SBC_200A_CONV03,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV03,1,ACTIVE
SMT01_E005,SMT01,SMT_OP02,NeoHorizon_03ix_SP01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_NeoHorizon_03ix_SP01,2,ACTIVE
SMT01_E006,SMT01,SMT_OP03,SBC_200A_CONV04,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV04,1,ACTIVE
SMT01_E007,SMT01,SMT_OP03,TR7007L_SII_Plus_SPI01,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7007L_SII_Plus_SPI01,2,ACTIVE
SMT01_E008,SMT01,SMT_OP03,SWT_200A_CONV05,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV05,3,ACTIVE
SMT01_E009,SMT01,SMT_OP04,Panasonic_NPM_W2_PP01,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP01,1,ACTIVE
SMT01_E010,SMT01,SMT_OP04,Panasonic_NPM_W2_PP02,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP02,2,ACTIVE
SMT01_E011,SMT01,SMT_OP05,Panasonic_NPM_W2_PP03,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP03,1,ACTIVE
SMT01_E012,SMT01,SMT_OP05,Panasonic_NPM_W2_PP04,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP04,2,ACTIVE
SMT01_E013,SMT01,SMT_OP06,Panasonic_NPM_W2_PP05,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP05,1,ACTIVE
SMT01_E014,SMT01,SMT_OP06,Panasonic_NPM_W2_PP06,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP06,2,ACTIVE
SMT01_E015,SMT01,SMT_OP06,Panasonic_NPM_W2_PP07,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP07,3,ACTIVE
SMT01_E016,SMT01,SMT_OP07,Panasonic_NPM_W2_PP08,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP08,1,ACTIVE
SMT01_E017,SMT01,SMT_OP07,Panasonic_NPM_W2_PP09,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP09,2,ACTIVE
SMT01_E018,SMT01,SMT_OP08,Panasonic_NPM_W2_PP10,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP10,1,ACTIVE
SMT01_E019,SMT01,SMT_OP08,Panasonic_NPM_W2_PP11,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP11,2,ACTIVE
SMT01_E020,SMT01,SMT_OP09,Panasonic_NPM_W2_PP12,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP12,1,ACTIVE
SMT01_E021,SMT01,SMT_OP09,SGC_160B_CONV06,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SGC_160B_CONV06,2,ACTIVE
SMT01_E022,SMT01,SMT_OP09,TR7700L_SIII_AOI01,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7700L_SIII_AOI01,3,ACTIVE
SMT01_E023,SMT01,SMT_OP10,SWT_200A_CONV07,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV07,1,ACTIVE
SMT01_E024,SMT01,SMT_OP10,CAC_670_PR01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_CAC_670_PR01,2,ACTIVE
SMT01_E025,SMT01,SMT_OP11,HOTFLOW_3_26_XL_RF01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_HOTFLOW_3_26_XL_RF01,1,ACTIVE
SMT01_E026,SMT01,SMT_OP11,SBL_820A_CONV08,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV08,2,ACTIVE
SMT01_E027,SMT01,SMT_OP12,SBC_200A_CONV09,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV09,1,ACTIVE
SMT01_E028,SMT01,SMT_OP12,TR7500L_SIII_AOI02,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7500L_SIII_AOI02,2,ACTIVE
SMT01_E029,SMT01,SMT_OP12,SWT_200A_CONV010,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV010,3,ACTIVE
SMT01_E030,SMT01,SMT_OP13,SBL_820A_CONV011,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV011,1,ACTIVE
SMT01_E031,SMT01,SMT_OP13,SIV_200_CONV012,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV012,2,ACTIVE
SMT01_E032,SMT01,SMT_OP14,SBL_820A_CONV013,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV013,1,ACTIVE
SMT01_E033,SMT01,SMT_OP14,SBC_200A_CONV014,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV014,2,ACTIVE
SMT01_E034,SMT01,SMT_OP14,NeoHorizon_03ix_SP02,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_NeoHorizon_03ix_SP02,3,ACTIVE
SMT01_E035,SMT01,SMT_OP15,SBC_200A_CONV015,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV015,1,ACTIVE
SMT01_E036,SMT01,SMT_OP15,TR7007L_SII_Plus_SPI02,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7007L_SII_Plus_SPI02,2,ACTIVE
SMT01_E037,SMT01,SMT_OP16,SWT_200A_CONV016,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV016,1,ACTIVE
SMT01_E038,SMT01,SMT_OP16,Panasonic_NPM_W2_PP13,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP13,2,ACTIVE
SMT01_E039,SMT01,SMT_OP17,Panasonic_NPM_W2_PP14,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP14,1,ACTIVE
SMT01_E040,SMT01,SMT_OP17,Panasonic_NPM_W2_PP15,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP15,2,ACTIVE
SMT01_E041,SMT01,SMT_OP17,Panasonic_NPM_W2_PP16,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP16,3,ACTIVE
SMT01_E042,SMT01,SMT_OP18,Panasonic_NPM_W2_PP17,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP17,1,ACTIVE
SMT01_E043,SMT01,SMT_OP18,Panasonic_NPM_W2_PP18,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP18,2,ACTIVE
SMT01_E044,SMT01,SMT_OP19,Panasonic_NPM_W2_PP19,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP19,1,ACTIVE
SMT01_E045,SMT01,SMT_OP19,Panasonic_NPM_W2_PP20,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP20,2,ACTIVE
SMT01_E046,SMT01,SMT_OP20,SGC_160B_CONV017,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SGC_160B_CONV017,1,ACTIVE
SMT01_E047,SMT01,SMT_OP20,TR7700L_QE_AOI03,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7700L_QE_AOI03,2,ACTIVE
SMT01_E048,SMT01,SMT_OP20,SWT_200A_CONV018,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV018,3,ACTIVE
SMT01_E049,SMT01,SMT_OP21,CAC_670_PR03,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_CAC_670_PR03,1,ACTIVE
SMT01_E050,SMT01,SMT_OP21,HOTFLOW_3_26_XL_RF02,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_HOTFLOW_3_26_XL_RF02,2,ACTIVE
SMT01_E051,SMT01,SMT_OP22,SBL_820A_CONV019,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV019,1,ACTIVE
SMT01_E052,SMT01,SMT_OP22,SBC_200A_CONV020,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV020,2,ACTIVE
SMT01_E053,SMT01,SMT_OP23,TR7500L_SIII_AOI04,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7500L_SIII_AOI04,1,ACTIVE
SMT01_E054,SMT01,SMT_OP23,SWT_200A_CONV021,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV021,2,ACTIVE
SMT01_E055,SMT01,SMT_OP23,SIV_200_CONV022,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV022,3,ACTIVE
SMT01_E056,SMT01,SMT_OP24,SBC_200A_CONV023,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV023,1,ACTIVE
SMT01_E057,SMT01,SMT_OP24,AUI_4000L_D_ROUT01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_AUI_4000L_D_ROUT01,2,ACTIVE
SMT01_E058,SMT01,SMT_OP25,YSF_VEX6_YSF_VEX7_VX01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S01/id_L_SMT_HST_S01/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_YSF_VEX6_YSF_VEX7_VX01,1,ACTIVE
SMT01_E059,SMT01,SMT_OP25,V810i_S2_XLT_BX01,OTHER,/World/ProdLine/a_L_SMT_Bianca_Xray/t_id_L_SMT_Bianca_Xray_Bianca_Xray/id_L_SMT_Bianca_Xray_Bianca_Xray/L_SMT_Bianca_Xray/L_SMT_Bianca_Xray/ASSET_PROD/asset_L_SMT_Bianca_Xray_PROD/t_id_V810i_S2_XLT_BX01,2,ACTIVE
SMT02_E001,SMT02,SMT_OP01,SVP_750_CONV01,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SVP_750_CONV01,1,ACTIVE
SMT02_E002,SMT02,SMT_OP01,MSS_L_T3F3_LM01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_MSS_L_T3F3_LM01,2,ACTIVE
SMT02_E003,SMT02,SMT_OP01,SIV_200_CONV02,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV02,3,ACTIVE
SMT02_E004,SMT02,SMT_OP02,SBC_200A_CONV03,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV03,1,ACTIVE
SMT02_E005,SMT02,SMT_OP02,NeoHorizon_03ix_SP01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_NeoHorizon_03ix_SP01,2,ACTIVE
SMT02_E006,SMT02,SMT_OP03,SBC_200A_CONV04,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV04,1,ACTIVE
SMT02_E007,SMT02,SMT_OP03,TR7007L_SII_Plus_SPI01,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7007L_SII_Plus_SPI01,2,ACTIVE
SMT02_E008,SMT02,SMT_OP03,SWT_200A_CONV05,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV05,3,ACTIVE
SMT02_E009,SMT02,SMT_OP04,Panasonic_NPM_W2_PP01,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP01,1,ACTIVE
SMT02_E010,SMT02,SMT_OP04,Panasonic_NPM_W2_PP02,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP02,2,ACTIVE
SMT02_E011,SMT02,SMT_OP05,Panasonic_NPM_W2_PP03,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP03,1,ACTIVE
SMT02_E012,SMT02,SMT_OP05,Panasonic_NPM_W2_PP04,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP04,2,ACTIVE
SMT02_E013,SMT02,SMT_OP06,Panasonic_NPM_W2_PP05,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP05,1,ACTIVE
SMT02_E014,SMT02,SMT_OP06,Panasonic_NPM_W2_PP06,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP06,2,ACTIVE
SMT02_E015,SMT02,SMT_OP06,Panasonic_NPM_W2_PP07,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP07,3,ACTIVE
SMT02_E016,SMT02,SMT_OP07,Panasonic_NPM_W2_PP08,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP08,1,ACTIVE
