equipment_code,line_code,operation_code,equipment_name,equipment_type,creator_binding_id,sort_order,status
SMT02_E017,SMT02,SMT_OP07,Panasonic_NPM_W2_PP09,ROBOT,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP09,2,ACTIVE
SMT02_E018,SMT02,SMT_OP08,Panasonic_NPM_W2_PP10,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP10,1,ACTIVE
SMT02_E019,SMT02,SMT_OP08,Panasonic_NPM_W2_PP11,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP11,2,ACTIVE
SMT02_E020,SMT02,SMT_OP09,Panasonic_NPM_W2_PP12,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP12,1,ACTIVE
SMT02_E021,SMT02,SMT_OP09,SGC_160B_CONV06,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SGC_160B_CONV06,2,ACTIVE
SMT02_E022,SMT02,SMT_OP09,TR7700L_SIII_AOI01,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7700L_SIII_AOI01,3,ACTIVE
SMT02_E023,SMT02,SMT_OP10,SWT_200A_CONV07,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV07,1,ACTIVE
SMT02_E024,SMT02,SMT_OP10,CAC_670_PR01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_CAC_670_PR01,2,ACTIVE
SMT02_E025,SMT02,SMT_OP11,HOTFLOW_3_26_XL_RF01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_HOTFLOW_3_26_XL_RF01,1,ACTIVE
SMT02_E026,SMT02,SMT_OP11,SBL_820A_CONV08,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV08,2,ACTIVE
SMT02_E027,SMT02,SMT_OP12,SBC_200A_CONV09,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV09,1,ACTIVE
SMT02_E028,SMT02,SMT_OP12,TR7500L_SIII_AOI02,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7500L_SIII_AOI02,2,ACTIVE
SMT02_E029,SMT02,SMT_OP12,SWT_200A_CONV010,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV010,3,ACTIVE
SMT02_E030,SMT02,SMT_OP13,SBL_820A_CONV011,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV011,1,ACTIVE
SMT02_E031,SMT02,SMT_OP13,SIV_200_CONV012,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV012,2,ACTIVE
SMT02_E032,SMT02,SMT_OP14,SBL_820A_CONV013,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV013,1,ACTIVE
SMT02_E033,SMT02,SMT_OP14,SBC_200A_CONV014,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV014,2,ACTIVE
SMT02_E034,SMT02,SMT_OP14,NeoHorizon_03ix_SP02,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_NeoHorizon_03ix_SP02,3,ACTIVE
SMT02_E035,SMT02,SMT_OP15,SBC_200A_CONV015,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV015,1,ACTIVE
SMT02_E036,SMT02,SMT_OP15,TR7007L_SII_Plus_SPI02,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7007L_SII_Plus_SPI02,2,ACTIVE
SMT02_E037,SMT02,SMT_OP16,SWT_200A_CONV016,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV016,1,ACTIVE
SMT02_E038,SMT02,SMT_OP16,Panasonic_NPM_W2_PP13,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP13,2,ACTIVE
SMT02_E039,SMT02,SMT_OP17,Panasonic_NPM_W2_PP14,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP14,1,ACTIVE
SMT02_E040,SMT02,SMT_OP17,Panasonic_NPM_W2_PP15,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP15,2,ACTIVE
SMT02_E041,SMT02,SMT_OP17,Panasonic_NPM_W2_PP16,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP16,3,ACTIVE
SMT02_E042,SMT02,SMT_OP18,Panasonic_NPM_W2_PP17,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP17,1,ACTIVE
SMT02_E043,SMT02,SMT_OP18,Panasonic_NPM_W2_PP18,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP18,2,ACTIVE
SMT02_E044,SMT02,SMT_OP19,Panasonic_NPM_W2_PP19,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP19,1,ACTIVE
SMT02_E045,SMT02,SMT_OP19,Panasonic_NPM_W2_PP20,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_Panasonic_NPM_W2_PP20,2,ACTIVE
SMT02_E046,SMT02,SMT_OP20,SGC_160B_CONV017,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SGC_160B_CONV017,1,ACTIVE
SMT02_E047,SMT02,SMT_OP20,TR7700L_QE_AOI03,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7700L_QE_AOI03,2,ACTIVE
SMT02_E048,SMT02,SMT_OP20,SWT_200A_CONV018,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV018,3,ACTIVE
SMT02_E049,SMT02,SMT_OP21,CAC_670_PR03,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_CAC_670_PR03,1,ACTIVE
SMT02_E050,SMT02,SMT_OP21,HOTFLOW_3_26_XL_RF02,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_HOTFLOW_3_26_XL_RF02,2,ACTIVE
SMT02_E051,SMT02,SMT_OP22,SBL_820A_CONV019,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBL_820A_CONV019,1,ACTIVE
SMT02_E052,SMT02,SMT_OP22,SBC_200A_CONV020,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV020,2,ACTIVE
SMT02_E053,SMT02,SMT_OP23,TR7500L_SIII_AOI04,AOI,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_TR7500L_SIII_AOI04,1,ACTIVE
SMT02_E054,SMT02,SMT_OP23,SWT_200A_CONV021,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SWT_200A_CONV021,2,ACTIVE
SMT02_E055,SMT02,SMT_OP23,SIV_200_CONV022,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SIV_200_CONV022,3,ACTIVE
SMT02_E056,SMT02,SMT_OP24,SBC_200A_CONV023,CONVEYOR,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_SBC_200A_CONV023,1,ACTIVE
SMT02_E057,SMT02,SMT_OP24,AUI_4000L_D_ROUT01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_AUI_4000L_D_ROUT01,2,ACTIVE
SMT02_E058,SMT02,SMT_OP25,YSF_VEX6_YSF_VEX7_VX01,OTHER,/World/ProdLine/a_L_SMT_HST_Assy/t_id_L_SMT_HST_S02/id_L_SMT_HST_S02/L_SMT_HST/L_SMT_HST/ASSET_PROD/asset_L_SMT_HST_PROD/t_id_YSF_VEX6_YSF_VEX7_VX01,1,ACTIVE
SMT02_E059,SMT02,SMT_OP25,V810i_S2_XLT_BX02,OTHER,/World/ProdLine/a_L_SMT_Bianca_Xray/t_id_L_SMT_Bianca_Xray_Bianca_Xray/id_L_SMT_Bianca_Xray_Bianca_Xray/L_SMT_Bianca_Xray/L_SMT_Bianca_Xray/ASSET_PROD/asset_L_SMT_Bianca_Xray_PROD/t_id_V810i_S2_XLT_BX02,2,ACTIVE
PTH01_E001,PTH01,PTH_OP01,CT_HOP9SLJ_LD01,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD01,1,ACTIVE
PTH01_E002,PTH01,PTH_OP01,TR8100L_SII_INLINE_MDA01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR8100L_SII_INLINE_MDA01,2,ACTIVE
PTH01_E003,PTH01,PTH_OP01,TR8100L_SII_INLINE_MDA02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR8100L_SII_INLINE_MDA02,3,ACTIVE
PTH01_E004,PTH01,PTH_OP01,CT_HOP9LSSJ_S_CV01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV01,4,ACTIVE
PTH01_E005,PTH01,PTH_OP01,CT_HOP9ZJJ_CN01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN01,5,ACTIVE
PTH01_E006,PTH01,PTH_OP01,CT_HOP9LSSJ_D_CV02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV02,6,ACTIVE
PTH01_E007,PTH01,PTH_OP01,CT_HOP9LSSJ_D_h_CV03,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV03,7,ACTIVE
PTH01_E008,PTH01,PTH_OP02,CT_HOP9ZJJ_CN02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN02,1,ACTIVE
PTH01_E009,PTH01,PTH_OP02,CT_HOP9LSSJ_S_CV04,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV04,2,ACTIVE
PTH01_E010,PTH01,PTH_OP02,CT_HOP9ZZJJ_PCB01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZZJJ_PCB01,3,ACTIVE
PTH01_E011,PTH01,PTH_OP02,CT_HOP9SLJ_LD02,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD02,4,ACTIVE
PTH01_E012,PTH01,PTH_OP02,CT_HOP9SLJ_LD03,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD03,5,ACTIVE
PTH01_E013,PTH01,PTH_OP02,CT_HOP9LSSJ_S_CV05,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV05,6,ACTIVE
PTH01_E014,PTH01,PTH_OP03,CT_HOP9LSSJ_S_CV06,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV06,1,ACTIVE
PTH01_E015,PTH01,PTH_OP03,CT_HOP9ZZJ_CV07,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZZJ_CV07,2,ACTIVE
PTH01_E016,PTH01,PTH_OP03,CT_HOP9LSSJ_M_CV08,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_M_CV08,3,ACTIVE
PTH01_E017,PTH01,PTH_OP03,CT_HOP9LSSJ_D_h_CV09,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV09,4,ACTIVE
PTH01_E018,PTH01,PTH_OP03,CT_HOP9ZJJ_CV10,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CV10,5,ACTIVE
PTH01_E019,PTH01,PTH_OP03,CT_HOP9LSSJ_D_CV11,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV11,6,ACTIVE
PTH01_E020,PTH01,PTH_OP04,CT_HOP9LSSJ_D_CV12,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV12,1,ACTIVE
PTH01_E021,PTH01,PTH_OP04,CT_HOP9LSSJ_D_CV13,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV13,2,ACTIVE
PTH01_E022,PTH01,PTH_OP04,CT_HOP9LSSJ_D_CV14,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV14,3,ACTIVE
PTH01_E023,PTH01,PTH_OP04,CT_HOP9SSG_CV16,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SSG_CV16,4,ACTIVE
PTH01_E024,PTH01,PTH_OP04,CT_HOP9SSG_CV17,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SSG_CV17,5,ACTIVE
PTH01_E025,PTH01,PTH_OP04,CT_HOP9YZJ_CV18,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9YZJ_CV18,6,ACTIVE
PTH01_E026,PTH01,PTH_OP05,CT_HOP9LSSJ_S_CV19,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV19,1,ACTIVE
PTH01_E027,PTH01,PTH_OP05,8300_32SLC_CB01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_8300_32SLC_CB01,2,ACTIVE
PTH01_E028,PTH01,PTH_OP05,LCD_VI_45L_AOI01,AOI,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_LCD_VI_45L_AOI01,3,ACTIVE
PTH01_E029,PTH01,PTH_OP05,CT_HOP9ZJJ_CN03,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN03,4,ACTIVE
PTH01_E030,PTH01,PTH_OP05,CT_HOP9LSSJ_S_CV20,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV20,5,ACTIVE
